split,random_state,variables,year_start,hot_encode,anomaly,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
1,116739,tmp,2016,True,True,432,345,87,"[0.1, 1000000000.0]","[0.26810814112633813, 0.3829768838985675]",0.40735162101593414,0.6383945089080781,0.40754754900398626,0.476984831136663,0.6927131610871425,0.4798515235433415,0.3965961640093404,0.6333661819639796,0.401152720455629,,,,,,
4,288389,tmp,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.25777462365688325, 0.32033657996262965]",0.3372283119122358,0.580816622101674,0.3373479485095987,0.35905070564401187,0.599294508280672,0.3591539076553724,0.48544399907659663,0.722256619351475,0.5216546241970215,,,,,,
5,256787,tmp,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.3054961220057566, 0.3552366950318925]",0.38123110974930696,0.6175041979353955,0.38131143446783605,0.4047318616547474,0.6362594930713246,0.4048261425233789,0.3261678621367672,0.5861102413579489,0.3435252150246731,,,,,,
0,670487,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.2079110595011698, 0.351766544705704]",0.3978280186647095,0.6313260873840464,0.39857262861164855,0.44768156894972844,0.6691761076230693,0.4477966630135617,0.5225308228732335,0.752091429911584,0.565641518946451,,,,,,
3,777572,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.3257466563438207, 0.45080864186730957]",0.483336332958083,0.6952631888214215,0.48339090173013155,0.5082619043574247,0.7130031428449415,0.508373481706764,0.22308761736567728,0.5412445522723037,0.2929456653644465,,,,,,
4,288389,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.2989749093391015, 0.43123165465848584]",0.43234889811746235,0.6588697101640515,0.43410929497166123,0.47682565688347556,0.6905943640385586,0.47692057564182117,0.43955658775644335,0.6671798714565,0.44512898087671193,,,,,,
5,256787,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.2816502482642884, 0.41497965546887167]",0.4724638001069491,0.68755313821442,0.4727293178684973,0.5113952882200925,0.7151793768342574,0.5114815410490366,0.03565336251362761,0.49038304026682167,0.24047552618133125,,,,,,
6,234053,tmp,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.3110804311376536, 0.36520777048555286]",0.3727446500746784,0.6106342401749605,0.3728741752740513,0.3989251062088659,0.6316808208744714,0.399020659460646,0.37438053984426856,0.6132387925990774,0.3760618167483743,,,,,,
8,772246,tmp,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.3089921877123237, 0.368643387817723]",0.375407487915282,0.613054103967933,0.37583533439192524,0.4100929131906158,0.6404606280013487,0.410189816019882,0.3215807261345669,0.5762891493145011,0.3321091836176314,,,,,,
9,107473,tmp,2009,True,True,936,748,188,"[0.01, 1000000000.0]","[0.31642651010896355, 0.3793395010563699]",0.38484664563171356,0.6204319574527469,0.38493581382864717,0.40528095673474396,0.6366805833863749,0.40536216526121466,0.3400457103113076,0.5883910313244458,0.346204005743045,,,,,,
7,146316,tmp,2009,True,True,936,748,188,"[0.001, 1000000000.0]","[0.3479818049538744, 0.3939561208123613]",0.40327306927183293,0.635283588215666,0.40358523745617186,0.4310830921875931,0.6565699915940579,0.4310841538618213,0.20157114031993506,0.5154350672181808,0.2656733085182105,,,,,,
0,670487,tmp,2016,True,False,432,345,87,"[0.001, 0.1]","[0.7144072647193105, 0.7587921911345671]",0.7831391925712472,0.8852016084456578,0.7835818875947796,0.8776544914782475,0.9372011523681135,0.87834600000012,0.8029302735993036,0.9025426255697185,0.8145831909702812,-0.04178141093858212,0.33014616705089583,0.10899649161839801,0.5342609919606718,0.7558084508254203,0.5712464143391217
1,116739,tmp,2009,True,False,936,748,188,"[0.01, 0.001]","[0.6402882486827794, 0.6996643025233553]",0.7055957782478882,0.8406211775352467,0.7066439641207447,0.7731457029020199,0.8793915011934281,0.7733294123712311,0.7383127168133752,0.859598171553557,0.7389090165382184,0.2687861000151103,0.5299237201783371,0.28081914920764856,0.3061069085744075,0.5657038129737233,0.3200208040130093
3,777572,tmp,2009,True,False,936,748,188,"[0.01, 0.001]","[0.6430293617308531, 0.6937406380642779]",0.6995088947722343,0.8369912111368902,0.7005542875203984,0.7634565553735938,0.8738297186664267,0.7635783772246464,0.7625796565687919,0.8749173776737034,0.7654804177554297,0.24334371583948222,0.5088869112757678,0.25896588846779117,0.3674326397589599,0.6074408441776706,0.36898437917528115
1,116739,tmp,2016,True,False,432,345,87,"[0.01, 0.01]","[0.7317082155296388, 0.7715245375758478]",0.7895608811640247,0.8900155348569356,0.7921276522866773,0.887277977323359,0.9420723591902047,0.8875003299501981,0.7973060503008672,0.8933605101596315,0.798093001112677,0.04175326428682902,0.3701333895450176,0.13699872605608376,0.16368408643544918,0.4301643235648196,0.1850413452679788
2,26225,tmp,2009,True,False,936,748,188,"[0.001, 0.001]","[0.6459647101849227, 0.7087422341632915]",0.7132905549914653,0.8453453021920669,0.714608679938197,0.779591995672526,0.882959386011377,0.779617277345588,0.7091174743569368,0.8423623639979598,0.7095743522802314,0.23031257432637398,0.5022436411483701,0.2522486750739727,0.3728251809387565,0.610684869861035,0.37293601027718926
5,256787,tmp,2009,True,False,936,748,188,"[0.01, 0.001]","[0.6366149493694601, 0.6965498453031513]",0.7031486062703869,0.8390200113003184,0.7039545793623865,0.7706976671748935,0.8779825038248965,0.7708532770226344,0.7266778817160751,0.8568013319694061,0.7341085224645485,0.2493930585955243,0.5116542987330994,0.26179012141205976,0.3978479588808107,0.6308381043033886,0.397956713841093
6,234053,tmp,2009,True,False,936,748,188,"[0.01, 0.001]","[0.6525386262320942, 0.714348865598703]",0.7169484215105845,0.8473193075865545,0.7179500090089581,0.7802467455489783,0.8833815565015559,0.7803629743671117,0.6980873179766032,0.8394197075712287,0.7046254454589672,0.24859606238584198,0.5111362504653286,0.26126026653975515,0.34683544663442645,0.5938144552751791,0.3526156072937576
9,107473,tmp,2009,True,False,936,748,188,"[0.01, 0.001]","[0.6453040426249481, 0.703335657237804]",0.707458826871509,0.8421437266803693,0.7092060563871005,0.7770697102361956,0.8815758062281294,0.7771759021267763,0.7165830989756674,0.8486059536616009,0.7201320645899151,0.23416982357802407,0.5005918948635708,0.2505922452031003,0.322949006502701,0.5700944982042659,0.3250077368827738
9,107473,tmp,2016,True,True,432,345,87,"[0.1, 1000000000.0]","[0.24331644653151172, 0.38748807587646994]",0.39598515070165274,0.629593328019515,0.3963877586866886,0.4252948297686463,0.6539788481459103,0.42768833382225163,0.5240392060244454,0.7987329080789359,0.637974258448234,,,,,,
7,146316,tmp,2009,True,False,936,748,188,"[0.001, 0.001]","[0.6345319579001609, 0.7042163172831751]",0.721642782848695,0.8501691739173958,0.7227876242793871,0.7859389836531732,0.886544512384353,0.7859611724388101,0.6804924189115173,0.8271917089208053,0.6842461233073223,0.29674147793596195,0.5556398775967057,0.30873567357568216,0.21826002738089,0.5185449080086706,0.2688888216217206
8,772246,tmp,2009,True,False,936,748,188,"[0.001, 0.001]","[0.6448237389053049, 0.6947365075556979]",0.697655262041182,0.8365632656302313,0.6998380974019169,0.7773455514761857,0.8817024363717083,0.7773991863038063,0.7140877779992412,0.8455087634265663,0.7148850690311214,0.2388842841901404,0.5125307871866412,0.2626878078141581,0.3050302980961326,0.570184686117408,0.3251105762828071
6,234053,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.30388146384332443, 0.4261755275218144]",0.4467553239503661,0.6685515076716411,0.44696111841002434,0.47682349616108866,0.6905921968784083,0.4769175823893463,0.43067947933022654,0.6732129777444055,0.4532157134034894,,,,,,
7,146316,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.3201438483458055, 0.44816284291364]",0.465528544547937,0.6829327171664457,0.46639709617634445,0.5078929012364355,0.7127493133334075,0.508011583657244,0.22154387740335657,0.5529182114642417,0.3057185485688159,,,,,,
8,772246,tmp,2016,True,True,432,345,87,"[0.01, 1000000000.0]","[0.29929946301491683, 0.4231624150872089]",0.42899885205270727,0.6551486170476319,0.4292197104194247,0.4648606774156633,0.6818874238953347,0.4649704588666159,0.49337408309824304,0.704640134927589,0.49651771975077086,,,,,,
0,670487,tmp,2009,True,False,936,748,188,"[0.01, 1.0000000000000003e-09]","[0.6435007452291815, 0.7005565700004366]",0.7019499286425519,0.83845327191981,0.7030038891930348,0.7746890380195205,0.8802252115860012,0.7747964231116206,0.714396879437974,0.8497206703192514,0.7220252175677978,0.20449250405208796,0.473889622478639,0.22457137429294702,0.42657022904264597,0.6587749178800604,0.4339843924278803
0,670487,tmp,2009,False,True,936,748,188,[0.01],[0.3437938479973801],0.35477009082396205,0.5961099905848353,0.3553471208750524,0.3822451512195959,0.6183361090115745,0.3823395437075738,0.41663738697004904,0.6589943562680243,0.4342735615931077,,,,,,
1,116739,tmp,2009,False,True,936,748,188,[0.01],[0.3915553207540313],0.39893784555090883,0.6316925790551073,0.39903551443329305,0.4178705545881557,0.6464996256784639,0.4179617660023939,0.2656875862129445,0.5394413004502517,0.29099691663145877,,,,,,
2,26225,tmp,2009,False,True,936,748,188,[0.01],[0.3460416970628759],0.36161058023764714,0.6015610296518787,0.3618756723958285,0.3861425897743016,0.6214850807576607,0.38624370560435606,0.42373067869783887,0.6531808277450711,0.42664519373373627,,,,,,
4,288389,tmp,2009,True,False,936,748,188,"[0.01, 1.0000000000000003e-09]","[0.6447446707513451, 0.7037368919995485]",0.7077833260169739,0.8419634419647181,0.7089024376050752,0.7750971796115674,0.8804370154881704,0.7751693382417169,0.7040539616914814,0.8421857450919015,0.7092768292360012,0.1752744184172612,0.4434065647988713,0.19660938170673567,0.5017834437012179,0.7652063838777428,0.5855408099272514
4,288389,tmp,2009,False,True,936,748,188,[0.01],[0.3203365800639682],0.33722831201039805,0.5808166221845292,0.33734794860584616,0.35905070560936236,0.5992945082512662,0.35915390762012694,0.485443999166717,0.7222566194267646,0.5216546243057782,,,,,,
3,777572,tmp,2009,False,True,936,748,188,[0.01],[0.3510330035309585],0.36503293857729047,0.6045593982147044,0.3654920659697255,0.3917575652977363,0.6259720516807029,0.3918410094853486,0.3900335766840519,0.6256533780559483,0.3914421494728194,,,,,,
5,256787,tmp,2009,False,True,936,748,188,[0.01],[0.3552366951071069],0.38123110982128816,0.6175041979928181,0.3813114345387535,0.40473186162247765,0.6362594930455729,0.4048261424906095,0.3261678622756756,0.586110241480781,0.34352521516865936,,,,,,
6,234053,tmp,2009,False,True,936,748,188,[0.01],[0.3652077705731517],0.3727446501573738,0.6106342402412711,0.3728741753550344,0.39892510618041,0.6316808208515945,0.3990206594317442,0.3743805399386132,0.6132387926725645,0.3760618168385046,,,,,,
7,146316,tmp,2009,False,True,936,748,188,[0.01],[0.3941043110267526],0.4032807805073091,0.6351053278681515,0.4033587774865123,0.43085298031784713,0.6564668465809294,0.4309487206599094,0.2039535753871098,0.5142241596229902,0.26442648633997046,,,,,,
8,772246,tmp,2009,False,True,936,748,188,[0.01],[0.3686433879134118],0.3754074880114,0.6130541040438122,0.3758353344849613,0.41009291315037655,0.6404606279694445,0.41018981597901516,0.3215807262907756,0.5762891494294664,0.33210918375013787,,,,,,
9,107473,tmp,2009,False,True,936,748,188,[0.01],[0.3793395011622343],0.3848466457368147,0.6204319575361481,0.38493581393213666,0.4052809567111182,0.6366805833675546,0.40536216523724966,0.3400457104040683,0.5883910313940502,0.3462040058249542,,,,,,
1,116739,tmp,2016,False,True,432,345,87,[0.1],[0.3829768840754418],0.4073516211860285,0.6383945090392901,0.4075475491715162,0.4769848310847721,0.6927131610466097,0.4798515234871863,0.3965961641689585,0.6333661820939371,0.4011527206202503,,,,,,
2,26225,tmp,2016,False,True,432,345,87,[0.1],[0.33872314595997055],0.4230331196097378,0.6513708295961006,0.4242839576487123,0.45491870011295055,0.6768680251462773,0.4581503234654215,0.47697575972888906,0.6999400515648433,0.4899160757845955,,,,,,
0,670487,tmp,2016,False,True,432,345,87,[0.01],[0.3517665449237902],0.39782801887161745,0.6313260875407298,0.39857262880948524,0.44768156889204513,0.669176107579267,0.4477966629549388,0.5225308230359154,0.7520914300395625,0.5656415191389541,,,,,,
3,777572,tmp,2016,False,True,432,345,87,[0.01],[0.4508086420619268],0.48333633313902513,0.6952631889502101,0.4833909019092156,0.5082619043132564,0.7130031428135062,0.5083734816619371,0.22308761759810725,0.5412445524107208,0.2929456655142815,,,,,,
2,26225,tmp,2016,True,False,432,345,87,"[0.01, 0.01]","[0.7286405447074109, 0.7663561407158077]",0.7790286517631131,0.8834463290003023,0.7804774162241104,0.879793501326371,0.9380782219226224,0.8799907504455087,0.8098015628463215,0.900592399092379,0.8110666693029668,0.01105548873217066,0.3418287140257795,0.11684686973251816,0.4527615517080271,0.678052019656786,0.4597545413606465
6,234053,tmp,2016,True,False,432,345,87,"[0.01, 0.1]","[0.7436996991181333, 0.7839328534291835]",0.7857778105527958,0.886802280009191,0.7864182838294996,0.8779468010910125,0.9377734906734283,0.8794191198098266,0.7809812425890146,0.8912133238887308,0.7942611886767997,0.0592346447711366,0.38248790446727643,0.1462969970637684,0.46708587685119396,0.6954739261747598,0.4836839819889352
4,288389,tmp,2016,True,False,432,345,87,"[0.001, 0.1]","[0.7379559236841857, 0.761777366399821]",0.7658292605506882,0.8754899178350337,0.7664825962307941,0.8771636468347671,0.9369088291192538,0.8777981540816111,0.7826172414813837,0.8867066189971289,0.7862486281733195,-0.012347025066438588,0.35626195885117184,0.12692258332447406,0.316844976974721,0.5646034687969675,0.3187770769775683
9,107473,tmp,2016,True,False,432,345,87,"[0.01, 0.1]","[0.7060691676785134, 0.7388040581100018]",0.7625264897833289,0.8733052440571136,0.7626620492976548,0.8674276017178952,0.932032752967882,0.8686850526048889,0.8228285243499548,0.9103503114994697,0.8287376896471814,-0.0784587041290099,0.26711238653458513,0.07134902704020162,0.508681268555998,0.8238682588324477,0.6787589079116091
7,146316,tmp,2016,True,False,432,345,87,"[0.001, 0.1]","[0.741220684379515, 0.7704127574043411]",0.7750616763394058,0.8817349369339555,0.7774564990099265,0.8759212372554445,0.9362621508939539,0.876586815196573,0.816506885388669,0.9077377730422453,0.8239878646076949,0.06004706805339122,0.4140067177308302,0.1714015623262553,0.2532661321363926,0.5689413140091426,0.3236942187864498
4,288389,tmp,2016,False,True,432,345,87,[0.01],[0.4312316548465809],0.432348898297922,0.6588697102935679,0.4341092951423301,0.47682565681958167,0.6905943639916354,0.47692057557701145,0.4395565879827894,0.6671798716226887,0.4451289810984673,,,,,,
8,772246,tmp,2016,True,False,432,345,87,"[0.01, 0.01]","[0.7382761601595023, 0.778436786899104]",0.7907646547612471,0.8899932852655144,0.7920880478177033,0.8824950988915442,0.93951994124182,0.882697719991033,0.7996424952327899,0.9023032052059661,0.8141510741249597,0.020958156993298283,0.33981784795412523,0.11547616978817297,0.4472182573225486,0.6706711702441435,0.44979981859664886
5,256787,tmp,2016,False,True,432,345,87,[0.1],[0.41577197562198653],0.4630821734072992,0.6810820947005769,0.4638728197217256,0.4989053140375572,0.7082303946633937,0.5015902919250663,0.04990587969582583,0.4825299040547961,0.23283510830713075,,,,,,
9,107473,tmp,2016,False,True,432,345,87,[0.1],[0.38748807609206215],0.3959851509201615,0.62959332819797,0.39638775891139677,0.42529482971734356,0.6539788481036157,0.4276883337669321,0.524039206169087,0.7987329082028075,0.6379742586461146,,,,,,
6,234053,tmp,2016,False,True,432,345,87,[0.01],[0.42617552769843403],0.44675532411509356,0.6685515077919538,0.4469611185708949,0.4768234960848623,0.6905921968224369,0.4769175823120394,0.43067947959383446,0.6732129779504763,0.4532157136809485,,,,,,
7,146316,tmp,2016,False,True,432,345,87,[0.01],[0.4481628430960627],0.46552854472061256,0.6829327172872482,0.4663970963413445,0.5078929011767482,0.7127493132908829,0.5080115835966251,0.22154387773209205,0.5529182116632665,0.30571854878890475,,,,,,
3,777572,tmp,2016,True,False,432,345,87,"[0.001, 0.001]","[0.7425898938291322, 0.7828565771465744]",0.7922148002202205,0.89181867349449,0.7953405463934716,0.8868112259813055,0.9417123658559885,0.8868221800060831,0.8177440811516451,0.9061002665484819,0.8210176930392299,0.12000481321143608,0.45264852083091767,0.20489068341041772,-0.051190822792342106,0.2867339446494175,0.0822163550142152
8,772246,tmp,2016,False,True,432,345,87,[0.01],[0.4231624152748658],0.4289988522313051,0.6551486171811296,0.4292197105943463,0.4648606773536964,0.6818874238491871,0.46497045880368093,0.4933740832978254,0.704640135070131,0.4965177199516525,,,,,,
0,670487,tmp,2009,False,False,936,748,188,[0.01],[0.5338949948550942],0.5343613663701365,0.7310033735047295,0.5343659320752951,0.5487546521718889,0.7409385663223399,0.5489899590638044,0.585674409124992,0.7738271049201546,0.598808388309108,0.2582301038391567,0.5188265909918116,0.2691810315201846,0.34569707670757366,0.5880536789205201,0.3458071292919581
1,116739,tmp,2009,False,False,936,748,188,[0.01],[0.5369829743618244],0.5408472385080964,0.7354262839226537,0.5408518190842837,0.5569933300497277,0.7464894720915715,0.557246531943553,0.5523075237867752,0.7497787475930952,0.5621681703422703,0.30647331124939525,0.5592795612617472,0.3127936276451324,0.20630239438330344,0.5103099517927885,0.2604162468987581
2,26225,tmp,2009,False,False,936,748,188,[0.01],[0.5321250284586887],0.5334005383253613,0.7303493329459044,0.5334101481345276,0.5492276987008216,0.7412602305082588,0.549466729333157,0.5863169377449531,0.7689660914606122,0.5913088498162107,0.2594501724633239,0.5190388918968312,0.2694013713014904,0.26529626773066173,0.5190601772965104,0.26942346765508485
