split,random_state,variables,year_start,hot_encode,anomaly,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.47881725134224357, 0.5743203694928811]",0.5754540012748016,0.7586248476877427,0.5755116595292509,0.6001180927232153,0.775057135963509,0.6007135640079573,0.6061179492466486,0.7840141820753669,0.6146782376953065,0.26828915905676687,0.5390747068854094,0.29060153960359003,0.3516450114680062,0.595692225088033,0.3548492270303318
7,146316,pre_tmp,2016,False,True,432,345,87,"[0.1, 0.01]","[0.40248742067654303, 0.46688220525619195]",0.4852162206479491,0.697199037400756,0.4860864977525407,0.5478989038060542,0.740601915630753,0.5484911974359409,0.22772172461884532,0.5475526611222803,0.29981391670209073,,,,,,
1,116739,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.4633939623640548, 0.5807079426416599]",0.585424781582138,0.7651832654287597,0.5855054296922197,0.6066901833182898,0.7793421099128288,0.6073741242833798,0.586233010873247,0.7706501826668047,0.5939017040443795,0.3336270551144451,0.5867977892608948,0.34433164548147344,0.17603524450403418,0.5056447034312908,0.25567656610811795
8,772246,pre_tmp,2016,False,True,432,345,87,"[0.1, 0.01]","[0.3612818421283103, 0.43371417341277085]",0.4400144462245168,0.6637729913233721,0.4405945840103774,0.5046064426983352,0.7107406349038399,0.5051522501035134,0.5024950654190887,0.710174163931401,0.5043473431156644,,,,,,
2,26225,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.47131924942461484, 0.5746452390640722]",0.5775935497302258,0.7600441933851281,0.57766717589845,0.6025062418629721,0.7766862986272755,0.6032416064753373,0.6095466320538165,0.7834404682751911,0.6137789673312507,0.26966854216400626,0.5375769293235834,0.28898895494097293,0.311785753717683,0.5637668760424712,0.3178330905226871
3,777572,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.4879876598031038, 0.585832081236742]",0.5829560123544812,0.7635211779319068,0.5829645891505264,0.6078681774799595,0.7800087882375819,0.6084137097278609,0.5685222425126047,0.75950495745217,0.5768477803944225,0.2835462220258599,0.5481482307553407,0.3004664828802102,0.27948964527313536,0.541777553260409,0.2935229172168353
4,288389,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.4739712020943747, 0.5716472725994398]",0.5792553714150157,0.7610986218589224,0.5792711121955509,0.6088160455716698,0.7805844463544505,0.6093120778904839,0.5600619182256801,0.7496706316372519,0.5620060559393962,0.2145218364696604,0.49298058026289393,0.2430298525163396,0.4342792591243374,0.6707446151252283,0.44989833871949064
5,256787,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.45202431791946945, 0.5644512481651244]",0.5705452067700174,0.7553481885429167,0.5705508859350658,0.6026142608810718,0.776754498229123,0.6033475505191767,0.6027791064232163,0.7811685566241748,0.6102243138582967,0.29469322476884796,0.5604811341594511,0.31413910174866466,0.16118239603996676,0.472053075233273,0.2228341058371901
6,234053,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.4698051456410776, 0.5777417484145152]",0.57957212192179,0.7613019088944054,0.5795805964862656,0.6050950878456824,0.77824622937911,0.6056671935428023,0.5939165366819428,0.7736344769227266,0.5985103038835008,0.26862710150798597,0.5378953750301328,0.28933143447880727,0.2945092729314859,0.588549712266963,0.3463907638095249
7,146316,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.4335200936160068, 0.5580821603464352]",0.5820679899919909,0.7630167324378073,0.5821945339800685,0.6211964729400936,0.7886433721243311,0.6219583683956362,0.5334730679074302,0.7352605518668907,0.5406080791316046,0.3264440227372053,0.5805118735457843,0.3369940353276366,0.06105517810611827,0.4483639558043058,0.2010302368644855
8,772246,pre_tmp,2009,False,False,936,748,188,"[0.1, 0.01]","[0.47056816668230256, 0.5793782870179885]",0.5791506693905127,0.7610315858958645,0.5791690747311746,0.6056126307789471,0.7786652516712317,0.6063195741602225,0.5878278337251429,0.7678249289896608,0.5895551215779776,0.31885417204126065,0.5751545651383072,0.3308027737994353,0.20196387436555807,0.508295938986862,0.25836476159053573
9,107473,pre_tmp,2009,False,False,936,748,188,"[0.01, 0.01]","[0.47876275098244186, 0.5824866115522015]",0.5877815288573522,0.7667404049743658,0.5878908486202544,0.6172725666710972,0.7857951976185569,0.6174740926003869,0.5547886809547744,0.7460425830436317,0.5565795357144141,0.2751687869816103,0.5520768332960508,0.3047888298621955,0.17345069681552494,0.49146181836351255,0.2415347189091702
1,116739,pre_tmp,2016,False,False,432,345,87,"[0.1, 0.01]","[0.5262621634720681, 0.6717481749491254]",0.6862661157160219,0.8285019566042289,0.6864154920970356,0.7320046155621363,0.8563515712722117,0.733338013620386,0.6637036173266979,0.8215902433430518,0.675010527956495,0.2854797559986174,0.5577275009379801,0.31105996530252455,0.0772822863642676,0.405482024491838,0.16441567218599953
0,670487,pre_tmp,2016,False,False,432,345,87,"[0.01, 0.001]","[0.4879256979722708, 0.6389510133302021]",0.6706999414458445,0.8190499002833682,0.6708427391541955,0.7142395309407168,0.8451549519964157,0.7142868928840637,0.7747085144521451,0.8808158377265294,0.7758365399898878,0.20590270789434983,0.524507525978078,0.27510814480764423,0.4963085171273417,0.7050065662813385,0.49703425849980337
6,234053,pre_tmp,2016,False,False,432,345,87,"[0.1, 0.01]","[0.51388949830916, 0.6825606781998557]",0.6872046709234816,0.829007690786452,0.6872537513830855,0.7240097150479556,0.8516167259166284,0.7252510478609577,0.6885772852463634,0.8311509872444673,0.6908119635974527,0.2801409046921225,0.5542508663086052,0.30719402280383934,0.3586007582399049,0.6018684830437759,0.362245670881416
2,26225,pre_tmp,2016,False,False,432,345,87,"[0.01, 0.01]","[0.5242398858020834, 0.6744854789169766]",0.6877297431385077,0.8293130504980568,0.6877601357263925,0.7272210966012407,0.8531278812541523,0.7278271817731989,0.7052790320868253,0.8410812101368542,0.7074176020452752,0.28637749597397555,0.5614352833893104,0.31520957743443523,0.42809543471409783,0.654310273216482,0.42812193363662737
3,777572,pre_tmp,2016,False,False,432,345,87,"[0.1, 0.001]","[0.5165647237749453, 0.6894653495828488]",0.7015569786215858,0.8376113464024917,0.7015927676221949,0.7364048565597331,0.8582752244822325,0.7366363609600266,0.638434015925045,0.8011061636279084,0.6417710854026252,0.36058223629182573,0.612870240529643,0.37560993172686247,-0.24225288432712722,0.1958913386933854,0.03837341657508663
4,288389,pre_tmp,2016,False,False,432,345,87,"[0.1, 0.001]","[0.5276258634781748, 0.6757484243423431]",0.6816839351569071,0.8258551160596516,0.6820366727219006,0.7242099819837144,0.8510970622757179,0.7243662094143573,0.6911673409248834,0.8382692437073556,0.7026953249457019,0.2649322332199757,0.544073133793399,0.2960155749157699,0.293455528248317,0.5469445532865662,0.29914834436984145
5,256787,pre_tmp,2016,False,False,432,345,87,"[0.01, 0.01]","[0.5235098315646203, 0.6826873281485726]",0.6841305845301315,0.8272807099518169,0.6843933730583822,0.7414602175429077,0.8614394776970808,0.7420779737350195,0.6277837143427865,0.8042901116012269,0.646882583619514,0.26424877381505296,0.5532180807962654,0.3060502449199033,-0.8484207783797542,0.17704344019457724,0.03134437971593085
7,146316,pre_tmp,2016,False,False,432,345,87,"[0.1, 0.001]","[0.5119625711808825, 0.6776639052844431]",0.6846807091741092,0.8276815223216236,0.6850567023926404,0.7259424456601697,0.852203704350027,0.7262511537079083,0.6966465164439093,0.8350604738138947,0.6973259949262863,0.32747417729223793,0.5912595332608708,0.34958783567186275,0.023870760007178138,0.49738719769465317,0.24739402443054
8,772246,pre_tmp,2016,False,False,432,345,87,"[0.01, 0.01]","[0.5316761548137208, 0.6878056610213316]",0.7010225201887978,0.837270895016766,0.7010225516421764,0.7340761326594518,0.8570919135275037,0.7346065482342379,0.6752565676953061,0.825527132662147,0.681495046761386,0.28164157375754084,0.556771865724484,0.30999491046232286,0.32692320244110895,0.5902036146586094,0.3483403067560883
9,107473,pre_tmp,2016,False,False,432,345,87,"[0.01, 0.01]","[0.5047951529705318, 0.6581912097501098]",0.6783358735011377,0.8236397404599649,0.6783824220649584,0.7311030733953496,0.8553237374986249,0.7315786959286166,0.677569777914779,0.8240192674304896,0.6790077530966807,0.19256411319973443,0.4907671921690543,0.24085243690949745,0.4599529243438525,0.7352421143834734,0.5405809667630807
0,670487,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.1694226704139236, 0.2434992519718377, 0.32026885921225867]",0.32900445453095684,0.5740732852802671,0.329560136872479,0.39470679526404917,0.6292992342051117,0.39601752617114,0.3108185555031553,0.5585316466500818,0.31195760030965186,,,,,,
1,116739,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.1973081608015486, 0.2810733569669364, 0.34051160174907114]",0.35019316973470827,0.591899123347722,0.3503445722198018,0.391478252340561,0.626531469321923,0.3925416820506878,0.3119013431582607,0.5690438969957059,0.32381095670805954,,,,,,
4,288389,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.14609894747271562, 0.22378784082864395, 0.2838637866249472]",0.30972226817894377,0.5579147032582716,0.3112688161117653,0.373948568083858,0.6121390045261919,0.3747141608623171,0.35879349377956116,0.6137806117165366,0.3767266393191259,,,,,,
2,26225,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.19363797930834295, 0.2737102422251606, 0.33214920310273516]",0.344092646356709,0.5867039222438654,0.3442214923763356,0.38445664407942215,0.620847983137095,0.3854522181653986,0.3391346181310144,0.5834149695815338,0.340373026731822,,,,,,
3,777572,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.1910781964985044, 0.2640016853106572, 0.32171603116045977]",0.33578246823736746,0.5800142064097793,0.3364164796371661,0.3861076469664446,0.6221655350742528,0.38708995303423127,0.3188163157763365,0.5682452720331327,0.32290268918800896,,,,,,
4,288389,pre_ndvi,2016,True,True,432,345,87,"[0.1, 0.1, 1000000000.0]","[0.23918565361315336, 0.2572802873247334, 0.40657443009404776]",0.4104651093792494,0.6436246916201303,0.41425274366310777,0.527808681880616,0.7284073166615009,0.5305772189660081,0.5462424070520688,0.7541579610266856,0.5687542301799279,,,,,,
5,256787,pre_ndvi,2016,True,True,432,345,87,"[1.0, 0.01, 1000000000.0]","[0.21737577640197497, 0.30860916298325847, 0.425460665422351]",0.5094315282537492,0.7139541513587194,0.5097305302423493,0.5847215163826349,0.7651520880821541,0.5854577178964805,0.2138331034910712,0.5183296219334907,0.26866559697371545,,,,,,
1,116739,pre_ndvi,2016,True,True,432,345,87,"[0.1, 0.01, 1000000000.0]","[0.29752911110198527, 0.36839685309930187, 0.45663087719033824]",0.4838969555132492,0.6974505193137011,0.4864372268909513,0.5776853779858848,0.7602694252712461,0.5780095990022708,0.4913755906883722,0.7013447884587506,0.4918845122982496,,,,,,
3,777572,pre_ndvi,2016,True,True,432,345,87,"[0.1, 0.001, 1000000000.0]","[0.31451476510344245, 0.41796208746575025, 0.5256578113208221]",0.5569408825342561,0.7472569666237342,0.5583929741677046,0.607289154295329,0.7793230011378939,0.6073443401025738,0.19834865906439492,0.5002752399327912,0.2502753156898118,,,,,,
0,670487,pre_ndvi,2016,True,True,432,345,87,"[0.1, 0.001, 1000000000.0]","[0.18012221151836683, 0.27092706474385764, 0.39995458778484694]",0.4478666166302999,0.6710291177619632,0.45028007688439864,0.5310913984410128,0.7288402652553186,0.5312081322574432,0.6440269146370501,0.8069476552024096,0.651164518236667,,,,,,
5,256787,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.1445240742200399, 0.22452359234513503, 0.2815444475144882]",0.30874864383081446,0.556243856197927,0.30940722755794015,0.3689916228100959,0.6083466107566942,0.37008559881915676,0.38904589660696276,0.63474845869852,0.4029056058201468,,,,,,
6,234053,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.001, 1000000000.0]","[0.14132434608399927, 0.25577687318769904, 0.3051848764179212]",0.3268799292721608,0.5724069533356082,0.32764972022695316,0.3872508595550078,0.6225319079525391,0.3875459764190286,0.30194616000428254,0.5652660586250412,0.31952571703348853,,,,,,
8,772246,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.1940002028567429, 0.29404818181892195, 0.34919336652557487]",0.362794433895535,0.6023495610680633,0.3628249937188885,0.40649640709175827,0.6384683793014271,0.40764187136779095,0.24385837179258252,0.5083393000517117,0.25840884397706415,,,,,,
9,107473,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 1000000000.0]","[0.19729619995434192, 0.26325433086897954, 0.325158292235424]",0.3323867422550183,0.5773473369590881,0.33332994749375083,0.38561263800478196,0.6218033960434435,0.3866394633311594,0.3343232833512415,0.5788983757064001,0.3351233293955084,,,,,,
7,146316,pre_ndvi,2009,True,True,936,748,188,"[0.1, 0.001, 1000000000.0]","[0.19053674373949936, 0.29924606785251234, 0.35563222108672177]",0.3547695109516862,0.5963021075923921,0.3555762035191288,0.417661263066021,0.6466032536804704,0.4180957676701708,0.19270893655628396,0.4667477023691155,0.21785341766684843,,,,,,
2,26225,pre_ndvi,2016,True,True,432,345,87,"[1.0, 1.0000000000000003e-09, 1000000000.0]","[0.14353873991972, 0.2109980205009804, 0.376743992342171]",0.4760752665955258,0.6919289628690204,0.47876568965699823,0.5478227850119122,0.7402223371504848,0.547929108416526,0.561959559233288,0.7527755570477076,0.5666710392884865,,,,,,
0,670487,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5534762224228933, 0.5974728980952602, 0.6639449097657156]",0.664105008327738,0.8151676428570394,0.6644982859611016,0.7582922294094512,0.8713820259304375,0.7593066351146336,0.642822151046972,0.8028777695547238,0.6446127128451682,0.10323673480696849,0.3531017654998497,0.12468085679911083,0.24622591284706963,0.4962135032100329,0.2462278407679733
1,116739,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5395407567408667, 0.5909229547613812, 0.6559823960660589]",0.6595296545624298,0.8125515774449653,0.6602400660083014,0.7401977921151608,0.8609543166476241,0.7412423353541774,0.731846629700351,0.8558901427935233,0.7325479365311176,0.15286765425363424,0.4022909216829786,0.1618379856685404,0.31099534842833587,0.5576832465060708,0.31101060343355097
2,26225,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5580473472500044, 0.6102841583251701, 0.6722581833535912]",0.6744743400804485,0.8215978964526562,0.6750231034554296,0.7548667919665625,0.8693390170601756,0.7557503265831522,0.6501538352496301,0.806792047933395,0.6509134086085615,0.12628388620154107,0.3767899084484173,0.1419706351085667,0.30493502134761574,0.56401856873591,0.3181169458789045
3,777572,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5454195168634091, 0.5948243593741627, 0.6564834208791106]",0.659349857323192,0.8123026669069053,0.6598356226640708,0.7398670689010773,0.8607645588099992,0.7409156257033727,0.7213523975400911,0.8502296755179785,0.722890501131407,0.14241835103840095,0.39375749383462166,0.15504496395092213,0.24165738046933116,0.4926749414521125,0.24272859793484247
8,772246,pre_ndvi,2016,True,True,432,345,87,"[1.0, 0.01, 1000000000.0]","[0.2697143420651881, 0.3534472432611103, 0.46624507643019497]",0.4833213106967952,0.6953090054281293,0.4834546130294544,0.5329917133158077,0.7304618132523096,0.533574460619852,0.5782340983939185,0.772284588114982,0.5964234850399274,,,,,,
7,146316,pre_ndvi,2016,True,True,432,345,87,"[0.1, 0.01, 1000000000.0]","[0.3651202839110674, 0.4535049854610789, 0.5500466755140474]",0.5665024531311282,0.7530039543239345,0.567014955227482,0.6243461317777842,0.7904159079668114,0.6247573075669989,0.11204643731669928,0.4625577550995934,0.21395967680277542,,,,,,
9,107473,pre_ndvi,2016,True,True,432,345,87,"[0.1, 0.01, 1000000000.0]","[0.2584191241411554, 0.3332104799545195, 0.4483382737582774]",0.4591447793797424,0.6800753844980054,0.46250252860010993,0.5404564446078897,0.7354442217581465,0.5408782033174457,0.5985293749847596,0.7750797889224035,0.6007486791959975,,,,,,
5,256787,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001]","[0.5241599466597243, 0.5748033263124726, 0.642224277312627]",0.6468263311097618,0.8049517710546431,0.6479473537240066,0.7383778003370631,0.8596512192138723,0.7390002186958972,0.7171994651930464,0.8502091444185922,0.7228555892529945,0.10758230098014754,0.3575356004663133,0.1278317056008072,0.3460259049074228,0.5941995744779787,0.3530731343098109
6,234053,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.001, 0.01]","[0.5400544367426876, 0.5982892769810432, 0.6803839726843021]",0.682540678515995,0.8265808199060445,0.6832358518365488,0.763410359260233,0.8740361935076186,0.7639392675612874,0.6291047914270251,0.7994609532066614,0.6391378157021037,0.16081265189771776,0.41927283545090516,0.1757897105470418,0.22846649129572572,0.486615520957543,0.23679466523678097
8,772246,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.001, 0.1]","[0.544829383261504, 0.6071883448683512, 0.6698699514593495]",0.6685723521772036,0.8177133742977263,0.6686551625053734,0.7463503493906387,0.8659564421270515,0.7498805596613415,0.6633377094425885,0.815388791074364,0.6648588806097129,0.17243628168887581,0.42544537097971236,0.18100376368806506,0.2257304341762606,0.47859855022690856,0.2290565722792987
0,670487,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.001]","[0.6011166963542323, 0.6265075385499191, 0.768783091724669]",0.7960087036822189,0.8934203452098712,0.7981999132349255,0.8951965971972381,0.9461993307598934,0.8952931735304701,0.8317014949165192,0.9149636427056165,0.837158467473131,0.002961637246469695,0.3527049710142416,0.124400796578157,0.6877683419099979,0.853153550222946,0.7278709802580169
7,146316,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01]","[0.5083216953579773, 0.5703089374732222, 0.6391232677250865]",0.6600624761285123,0.8129087500144834,0.6608206358501099,0.7550147746707228,0.8695973549084004,0.7561995596636865,0.6598399417041381,0.8127545138472239,0.6605698997790372,0.1412817541745005,0.3944935257346354,0.15562514184654347,0.20339142260433585,0.45557980689136035,0.2075529604471692
4,288389,pre_ndvi,2009,True,False,936,748,188,"[0.1, 0.0001, 0.01]","[0.5464326337677624, 0.5885507247464361, 0.678308600017231]",0.6806052219971956,0.8255177333023436,0.6814795279966392,0.7691889230346909,0.8772771437120463,0.7696151868795664,0.6178341684277684,0.7878761916509531,0.6207488933704094,0.10056068102649074,0.36455165131263895,0.1328979064747719,0.3765127227347299,0.6700241384882621,0.4489323461569379
9,107473,pre_ndvi,2009,True,False,936,748,188,"[0.01, 0.01, 0.01]","[0.5519557173703751, 0.6010280145201377, 0.6686131992255818]",0.6732625751603041,0.8215756553480924,0.6749865574606475,0.7577205502401085,0.8706999635202238,0.7581184264741191,0.6636838968768127,0.8174506694834375,0.6682255970389201,0.14709798939033436,0.4138701112897733,0.17128846901900935,0.26721790679625845,0.5209863681629122,0.2714267958115815
1,116739,pre_ndvi,2016,True,False,432,345,87,"[0.01, 0.01, 0.001]","[0.6291065126812445, 0.6927200882018981, 0.8070048652850424]",0.8211149898513255,0.9071793324684184,0.8229743412578452,0.9107088238333809,0.9543896834665357,0.9108596679073543,0.7660626225480952,0.8810716273963639,0.7762872126028771,0.1850505430932855,0.4912617500873933,0.24133810709892847,0.22055454768750626,0.4709418643084728,0.22178623955834
6,234053,pre_ndvi,2016,True,True,432,345,87,"[0.1, 1.0000000000000003e-09, 1000000000.0]","[0.3302927813875382, 0.4248355475599424, 0.5053533972149162]",0.5298744083797994,0.7290108983712471,0.5314568899440528,0.58466361989939,0.7646528788435005,0.5846940251236531,0.42891152795560084,0.6870145190438166,0.47198894937700664,,,,,,
0,670487,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.24375248621352305, 0.3202688593392061]",0.3290044546522114,0.5740732853815365,0.329560136988751,0.39470679523309493,0.6292992341790034,0.3960175261382801,0.3108185556048456,0.5585316467419159,0.31195760041223636,,,,,,
1,116739,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.2652367223257107, 0.340511601846741]",0.35019316983121196,0.59189912342767,0.35034457231444416,0.3914782523209336,0.6265314693053978,0.39254168202998063,0.3119013432487686,0.5690438970606732,0.323810956781998,,,,,,
2,26225,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.25766486858047327, 0.3321492031938519]",0.3440926464466253,0.5867039223190578,0.34422149246456696,0.3844566440475189,0.620847983110029,0.3854522181317908,0.33913461824082913,0.5834149696743236,0.3403730268400919,,,,,,
3,777572,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.24889193562729384, 0.32171603125275805]",0.33578246832600134,0.5800142064827083,0.33641647972176575,0.3861076469387249,0.6221655350507986,0.38708995300504656,0.3188163158908016,0.5682452721250517,0.32290268929247407,,,,,,
4,288389,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.21900969582515936, 0.2838637867203383]",0.30972226827325844,0.557914703337592,0.31126881620027325,0.37394856804219745,0.6121390044905568,0.3747141608186899,0.35879349388965986,0.613780611823836,0.3767266394508425,,,,,,
5,256787,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.20905140513976325, 0.2815444476005336]",0.30874864391552703,0.5562438562706384,0.30940722763883066,0.3689916227798792,0.6083466107304443,0.3700855987872187,0.3890458967344873,0.6347484588065573,0.40290560595729974,,,,,,
6,234053,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.001]","[0.20414032742429936, 0.30518487649256115]",0.32687992934220944,0.5724069533939848,0.32764972029378353,0.3872508595219566,0.6225319079252457,0.3875459763850466,0.3019461601212703,0.565266058709297,0.31952571712874245,,,,,,
2,26225,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.01]","[0.610312191333588, 0.6487729736952706, 0.7486949184004568]",0.7597936453423515,0.8738175778640959,0.7635571593842753,0.8927624126411748,0.9450217936150447,0.8930661904073961,0.8355784117283828,0.914366725450963,0.8360665086119167,-0.020305722823128036,0.3425750228214753,0.1173576462611343,0.51902382675054,0.722329873169651,0.5217604456732842
7,146316,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.001]","[0.2570286308116394, 0.3556322211722581]",0.35476951103756504,0.5963021076612145,0.3555762036012066,0.4176612630254546,0.6466032536480544,0.4180957676282501,0.1927089367228374,0.46674770249986974,0.2178534177889069,,,,,,
8,772246,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.2641920354030778, 0.3491933666144491]",0.3627944339846104,0.6023495611414929,0.36282499380734906,0.4064964070564585,0.6384683792722268,0.407641871330504,0.24385837193884308,0.5083393001697469,0.25840884409706805,,,,,,
1,116739,pre_ndvi,2016,False,True,432,345,87,"[1.0, 0.01]","[0.39970244135779054, 0.45767588119697955]",0.4843108647893054,0.6967677504502638,0.48548529806752116,0.5639849209612064,0.7513676225962025,0.5645533042858694,0.48971860083607943,0.6998959526513242,0.48985434453770466,,,,,,
9,107473,pre_ndvi,2009,False,True,936,748,188,"[0.1, 0.01]","[0.2635537948737478, 0.325158292339968]",0.33238674236044574,0.5773473370456152,0.33332994759366324,0.38561263797927536,0.6218033960218294,0.38663946330428006,0.33432328345328266,0.5788983757915364,0.33512332949407886,,,,,,
3,777572,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.01]","[0.6115616814938349, 0.666944789148008, 0.7907655336934842]",0.7972818376131375,0.8938727483305321,0.7990084902079788,0.8997492516623559,0.9487191653599996,0.9000680547213742,0.7928567004441105,0.8947688071210302,0.8006112181967914,0.18216306922038217,0.49010977522093796,0.24020759176711834,0.08234579178853196,0.32348218627757985,0.10464072483892287
0,670487,pre_ndvi,2016,False,True,432,345,87,"[0.1, 0.001]","[0.3215877693807235, 0.3999545879807008]",0.4478666168164944,0.6710291178898646,0.45028007705604983,0.5310913983903016,0.728840265220009,0.5312081322059731,0.6440269147736222,0.8069476552979937,0.6511645183909297,,,,,,
6,234053,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.01]","[0.618175176437863, 0.6697485012839862, 0.8195022574348727]",0.8205750570099175,0.9074460353862019,0.8234583071381361,0.9041201600778559,0.9510320219378667,0.9044619067512271,0.7761835196926977,0.8954996842059347,0.8019196844129288,0.18881249133175715,0.49057424755347717,0.2406630923626603,0.5917950852753708,0.7746869565630132,0.6001398806688639
3,777572,pre_ndvi,2016,False,True,432,345,87,"[0.1, 0.01]","[0.4442552221101477, 0.5270319625462794]",0.5570492073690936,0.7467255307829135,0.5575990183230238,0.6045646815843533,0.7777663461558608,0.6049204892126383,0.19190812649868183,0.4946932718421749,0.24472143320591594,,,,,,
4,288389,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.001]","[0.6138510763358864, 0.6446610222182422, 0.7325872468714207]",0.738950824026217,0.8628550090752731,0.7445187666862897,0.892281224424071,0.944660802421859,0.8923840316323105,0.8442532571458459,0.9209968429510476,0.8482351847257965,-0.13999213065346128,0.2784886639951615,0.07755593597380996,0.513835565437333,0.7317461921188361,0.5354524896804166
5,256787,pre_ndvi,2016,True,False,432,345,87,"[0.01, 0.01, 0.01]","[0.6200179562467926, 0.6757060653977176, 0.7884080681313158]",0.7915178055012033,0.8904776865166723,0.7929505101840848,0.8944473392018273,0.9459510635407278,0.894823414613834,0.848560320562086,0.9233862667067922,0.8526421975427073,0.15033251483862675,0.4544304486270163,0.2065070326393513,-0.33865893929602975,-0.05564119086428747,0.003095942120796067
7,146316,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.01]","[0.6172914972515343, 0.6846539871735429, 0.811009515086884]",0.8148089930532388,0.9033068365520963,0.8159632409617557,0.9036916827284419,0.9508539413227873,0.9041232177290787,0.7983998971410976,0.9026010349946866,0.8146886283734794,0.2146557955534133,0.5153938948846422,0.26563086688436155,0.11863275810223783,0.38528035695151674,0.14844095345268815
4,288389,pre_ndvi,2016,False,True,432,345,87,"[0.1, 0.1]","[0.393806946745071, 0.4065744303106067]",0.4104651095896953,0.6436246917703368,0.414252743856461,0.5278086818406129,0.7284073166319638,0.5305772189229779,0.5462424072019407,0.7541579611354172,0.5687542303439295,,,,,,
8,772246,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.001, 0.01]","[0.597642144426149, 0.65229641806606, 0.7746524561670537]",0.789418095611502,0.8894417124528892,0.791106559851128,0.8998509988028851,0.9487944533831492,0.9002109147706288,0.8126550830126879,0.9069916384298526,0.8226338321816685,0.1030737635570812,0.4301711291352359,0.1850472003414838,0.5296613989563881,0.7411670101523627,0.5493285369381926
2,26225,pre_ndvi,2016,False,True,432,345,87,"[0.1, 1.0000000000000003e-09]","[0.31642981863870434, 0.3762360302366938]",0.47667470156205816,0.6936769349418602,0.4811876900703338,0.5628740390132649,0.7502881711409422,0.5629323397540197,0.5537368838871611,0.747036061310645,0.5580628768985219,,,,,,
9,107473,pre_ndvi,2016,True,False,432,345,87,"[0.1, 0.01, 0.001]","[0.5991179346052894, 0.6277853151979583, 0.7594002785768247]",0.7820440676005083,0.8852113533674054,0.7835991401305535,0.8940691863546282,0.9456044644288968,0.8941678031478607,0.8401713192513778,0.9176773096541817,0.8421316446541369,0.003828543349529978,0.358336378721921,0.12840496031554,0.6511349880533408,0.8122789052434215,0.6597970199034513
